Product_ID,Warehouse,Order_Date,Shipment_Date,Lead_Time,Demand_Forecast,Inventory_Level,Stockout_Flag,Backorder_Flag,Supplier_ID,Order_Quantity,Shipment_Quantity,Product_Category,Product_Price,Customer_ID,Order_Priority
3731,A,1/5/2023,1/6/2023,3,322,25,1,1,472,87,6,Food,365.04,9191,High
9154,B,1/5/2023,1/6/2023,4,320,386,1,0,417,55,19,Electronics,625.67,6475,Low
6056,C,1/5/2023,1/6/2023,1,762,345,0,0,195,10,62,Clothing,663.81,5255,Medium
9110,C,1/5/2023,1/6/2023,7,365,38,0,1,175,42,5,Clothing,94.5,4150,Low
4840,C,1/5/2023,1/6/2023,1,172,192,0,0,101,88,49,Food,821.05,6589,Medium
2028,B,1/5/2023,1/6/2023,2,980,162,1,1,482,80,51,Clothing,640.8,4553,High
8385,C,1/5/2023,1/6/2023,7,176,52,0,0,277,76,26,Electronics,334.08,8912,Low
1502,B,1/5/2023,1/6/2023,1,643,474,0,1,211,55,56,Electronics,234.1,3665,High
7910,D,1/5/2023,1/6/2023,3,980,173,0,0,472,50,18,Clothing,607.05,4061,Medium
7938,C,1/5/2023,1/6/2023,6,534,195,0,0,303,32,45,Electronics,698.93,3865,Low
5488,D,1/5/2023,1/6/2023,6,164,210,0,0,337,88,95,Electronics,929.12,2950,High
1206,A,1/5/2023,1/6/2023,6,456,277,0,1,125,68,82,Electronics,193.14,1152,Medium
6134,C,1/5/2023,1/6/2023,2,117,187,0,0,440,97,9,Furniture,507.89,3294,High
6977,A,1/5/2023,1/6/2023,2,775,389,0,1,207,18,90,Food,955.63,4884,High
8721,A,1/5/2023,1/6/2023,6,898,307,0,0,264,81,2,Clothing,910.44,1281,Medium
8035,A,1/5/2023,1/6/2023,5,665,456,1,1,154,85,96,Furniture,483.12,3243,Medium
2484,D,1/5/2023,1/6/2023,7,674,330,0,0,455,65,42,Clothing,556.52,5124,Low
8858,B,1/5/2023,1/6/2023,7,868,213,0,0,373,25,70,Food,917.34,3126,High
1863,D,1/5/2023,1/6/2023,5,850,494,0,0,379,31,84,Electronics,41.8,2916,Low
3790,D,1/5/2023,1/6/2023,8,535,328,0,0,129,84,72,Clothing,976.44,6472,Medium
8408,A,1/5/2023,1/6/2023,6,540,28,0,0,116,90,68,Clothing,977.22,2615,Medium
9755,C,1/5/2023,1/6/2023,5,108,170,1,0,397,19,89,Furniture,944.92,7076,High
6116,B,1/6/2023,1/7/2023,4,569,121,0,0,180,94,31,Furniture,965.85,9228,Medium
7019,A,1/6/2023,1/7/2023,7,731,457,1,1,463,89,19,Electronics,311.03,5169,High
2757,B,1/6/2023,1/7/2023,4,447,417,0,0,495,18,71,Food,46.7,2144,Low
8574,D,1/6/2023,1/7/2023,5,701,158,1,0,126,68,47,Electronics,291.5,2566,High
7374,B,1/6/2023,1/7/2023,5,471,85,0,0,282,91,37,Furniture,352.21,9481,Medium
7892,B,1/6/2023,1/7/2023,1,923,301,0,0,103,33,94,Clothing,358.94,5660,Low
2678,C,1/6/2023,1/7/2023,1,274,3,1,1,262,70,91,Clothing,683.65,6458,Low
4242,A,1/6/2023,1/7/2023,3,614,1,0,0,431,7,81,Food,864.98,5628,High
5636,B,1/6/2023,1/7/2023,3,229,132,1,0,171,1,96,Electronics,229.77,4679,Low
2059,B,1/6/2023,1/7/2023,2,665,301,1,1,175,99,19,Electronics,452.81,6951,High
7668,D,1/6/2023,1/7/2023,2,392,78,1,0,339,87,89,Electronics,384.73,4300,Low
4157,D,1/6/2023,1/7/2023,6,795,146,0,0,389,80,93,Clothing,766.96,9976,Medium
6915,B,1/6/2023,1/7/2023,1,452,165,0,0,391,59,25,Food,324.72,5909,Medium
3693,A,1/6/2023,1/7/2023,6,323,314,0,1,359,34,53,Clothing,65.65,3275,Medium
4627,B,1/6/2023,1/7/2023,5,623,462,0,0,110,98,96,Food,340.47,8217,Low
6450,B,1/6/2023,1/7/2023,6,806,237,0,0,158,95,75,Food,360.43,9490,Medium
2663,C,1/6/2023,1/7/2023,5,858,327,0,0,358,95,4,Electronics,824.16,1528,Medium
6592,A,1/6/2023,1/7/2023,7,608,275,0,1,301,52,46,Clothing,552.42,3781,Medium
8392,C,1/6/2023,1/7/2023,1,467,203,0,0,367,11,31,Clothing,528.28,6041,Low
2306,A,1/6/2023,1/7/2023,3,765,451,0,0,212,8,36,Food,602.84,2946,Low
7776,A,1/6/2023,1/7/2023,6,689,52,0,0,172,88,4,Clothing,565.84,4623,Medium
6864,A,1/6/2023,1/7/2023,1,751,485,0,0,335,87,2,Food,684.83,5751,Medium
8526,C,1/6/2023,1/7/2023,7,599,106,1,1,105,96,39,Clothing,904.86,1076,Medium
9901,C,1/6/2023,1/7/2023,4,189,54,0,0,188,53,97,Clothing,877.59,5558,Low
6575,C,1/7/2023,1/8/2023,3,755,245,0,1,213,15,44,Food,500.37,2561,Medium
6530,D,1/7/2023,1/8/2023,9,171,422,1,0,464,28,91,Clothing,848.32,3524,High
5413,C,1/7/2023,1/8/2023,1,532,376,0,0,434,84,90,Electronics,864.4,2728,Medium
4748,D,1/7/2023,1/8/2023,8,788,163,0,1,420,14,19,Electronics,791.65,5000,High
1663,D,1/7/2023,1/8/2023,1,447,441,2,0,410,90,41,Furniture,51.63,7459,Low
2998,D,1/7/2023,1/8/2023,5,362,14,0,0,267,58,97,Food,665.43,1123,Low
8994,B,1/7/2023,1/8/2023,8,370,0,0,0,437,57,38,Electronics,320.08,6554,High
2495,B,1/7/2023,1/8/2023,6,608,350,2,1,151,52,74,Furniture,874.55,5415,Low
4304,B,1/7/2023,1/8/2023,7,607,136,0,0,475,37,65,Food,291.12,7127,High
4763,D,1/7/2023,1/8/2023,8,716,150,0,0,399,2,35,Clothing,919.44,2404,High
6232,D,1/7/2023,1/8/2023,6,519,179,0,0,450,34,11,Food,618.97,8313,Medium
2853,A,1/7/2023,1/8/2023,6,171,409,0,0,161,34,59,Clothing,648.6,3527,Medium
7585,D,1/7/2023,1/8/2023,6,173,231,0,1,183,58,78,Food,888.86,8646,Low
2291,B,1/7/2023,1/8/2023,5,754,491,1,0,335,98,70,Clothing,985.55,5796,Medium
4581,D,1/7/2023,1/8/2023,8,602,486,0,0,452,73,43,Food,315.92,3175,Low
8554,D,1/7/2023,1/8/2023,2,673,187,0,0,429,61,89,Food,97.97,8932,Low
8280,A,1/7/2023,1/8/2023,7,245,17,1,0,256,54,87,Electronics,726.11,4281,Low
2636,D,1/7/2023,1/8/2023,4,145,224,0,0,246,67,5,Clothing,79.48,3880,Low
4696,C,1/7/2023,1/8/2023,1,840,104,1,0,477,30,26,Food,538.53,7588,High
1698,A,1/7/2023,1/8/2023,5,204,486,1,1,222,83,82,Electronics,351.8,7123,High
5737,D,1/7/2023,1/8/2023,3,208,205,0,1,386,95,32,Electronics,396.09,8498,Medium
1854,D,1/7/2023,1/8/2023,4,416,185,0,0,281,80,47,Electronics,243.13,1893,Low
9164,A,1/7/2023,1/8/2023,7,220,64,0,0,198,59,56,Clothing,702.35,7335,High
6855,D,1/7/2023,1/8/2023,5,598,332,1,2,289,58,85,Electronics,576.18,9477,High
8392,B,1/8/2023,1/9/2023,4,142,371,0,0,497,24,90,Furniture,952.92,1744,High
7528,C,1/8/2023,1/9/2023,1,198,206,0,0,405,15,50,Furniture,361.98,2661,Low
6249,C,1/8/2023,1/9/2023,6,805,228,0,0,350,22,99,Food,400.35,1603,High
6172,B,1/8/2023,1/9/2023,6,410,68,0,0,414,32,74,Clothing,173.36,3006,Medium
2707,D,1/8/2023,1/9/2023,7,313,141,1,2,297,75,58,Furniture,615.55,7730,Low
6791,D,1/8/2023,1/9/2023,1,562,205,1,1,346,93,28,Electronics,104,8798,Medium
6535,C,1/8/2023,1/9/2023,4,840,173,0,0,364,42,95,Furniture,968.49,5165,High
5931,D,1/8/2023,1/9/2023,9,522,196,0,1,156,59,79,Clothing,910.97,7165,Low
4510,C,1/8/2023,1/9/2023,6,488,330,1,0,382,88,55,Furniture,702.69,3347,High
1202,C,1/8/2023,1/9/2023,2,796,415,0,0,157,83,58,Furniture,324.12,7206,High
5218,B,1/8/2023,1/9/2023,4,211,306,0,1,436,55,40,Furniture,362.59,7833,High
9958,C,1/8/2023,1/9/2023,6,958,196,0,0,423,5,58,Electronics,96.26,4065,Medium
5389,D,1/8/2023,1/9/2023,4,371,227,1,0,285,41,72,Electronics,254.56,4446,Low
3327,D,1/8/2023,1/9/2023,7,924,270,0,0,379,57,46,Furniture,359.49,8996,Low
9004,A,1/8/2023,1/9/2023,3,201,436,0,0,435,53,74,Electronics,453.45,9641,Low
3931,D,1/8/2023,1/9/2023,6,309,198,0,0,161,38,45,Furniture,469.63,8787,Low
8777,A,1/8/2023,1/9/2023,4,838,324,0,0,180,1,10,Furniture,886.26,4726,Medium
1197,C,1/8/2023,1/9/2023,3,892,477,1,0,345,60,82,Furniture,455.32,5086,Low
8125,D,1/8/2023,1/9/2023,3,121,14,2,1,348,94,48,Food,957.85,7565,Medium
2930,B,1/8/2023,1/9/2023,2,859,285,0,1,456,76,92,Food,92.97,3318,Low
7287,B,1/8/2023,1/9/2023,3,258,333,0,0,472,46,62,Food,218.87,7105,Medium
9800,B,1/8/2023,1/9/2023,1,990,407,1,0,102,4,28,Clothing,394.11,5530,High
5282,C,1/8/2023,1/9/2023,3,840,215,0,0,335,15,20,Clothing,889.27,1032,High
3511,C,1/8/2023,1/9/2023,9,442,34,0,0,150,81,88,Food,130.99,5708,Medium
1659,A,1/9/2023,1/10/2023,4,499,68,1,0,204,12,70,Electronics,361.51,8331,Medium
3811,B,1/9/2023,1/10/2023,3,553,395,1,0,198,1,41,Clothing,121.05,6477,Medium
8098,A,1/9/2023,1/10/2023,8,798,211,0,0,422,77,96,Food,776.26,1330,Medium
7546,A,1/9/2023,1/10/2023,1,242,45,0,0,179,30,6,Food,289.64,5086,Low
2986,D,1/9/2023,1/10/2023,5,949,381,0,0,400,74,11,Food,440.04,5920,Low
9338,D,1/9/2023,1/10/2023,1,969,452,0,0,489,6,30,Electronics,819.26,9511,High
3911,B,1/9/2023,1/10/2023,7,496,247,0,0,270,73,3,Furniture,176.16,9392,High
2734,C,1/9/2023,1/10/2023,5,635,419,0,0,254,50,72,Clothing,947.69,3976,Low
2843,D,1/9/2023,1/10/2023,2,240,84,0,0,129,2,33,Furniture,399.99,7892,Medium
9680,C,1/9/2023,1/10/2023,1,339,47,1,2,198,6,54,Electronics,337.1,1913,Medium
3976,A,1/9/2023,1/10/2023,7,391,230,0,0,245,75,47,Furniture,198.85,2117,Medium
2959,A,1/9/2023,1/10/2023,1,916,66,0,1,334,90,83,Clothing,472.84,1316,Low
6759,A,1/9/2023,1/10/2023,3,181,476,0,0,498,92,10,Electronics,980.89,5431,Low
7694,A,1/9/2023,1/10/2023,6,659,437,0,1,451,77,19,Clothing,496.08,4914,High
3385,B,1/9/2023,1/10/2023,6,964,88,0,0,198,38,9,Clothing,457.61,8429,High
5736,A,1/9/2023,1/10/2023,7,969,218,1,0,289,76,7,Clothing,17.55,5171,High
2802,D,1/9/2023,1/10/2023,1,270,419,0,0,376,83,61,Food,294.79,5377,Low
9155,A,1/9/2023,1/10/2023,7,873,51,0,0,495,18,14,Clothing,235.63,2874,Low
9120,C,1/9/2023,1/10/2023,2,679,21,0,0,356,19,2,Furniture,48.59,1960,Low
7616,D,1/9/2023,1/10/2023,6,625,421,0,1,302,28,22,Electronics,451.57,4316,Medium
6534,C,1/9/2023,1/10/2023,8,641,98,0,0,124,12,60,Food,144.25,6459,High
5061,C,1/9/2023,1/10/2023,5,209,445,0,0,274,96,45,Clothing,507.95,8675,High
1262,B,1/9/2023,1/10/2023,3,311,448,1,0,300,52,20,Clothing,460.1,5902,High
7287,B,1/9/2023,1/10/2023,8,875,130,1,0,394,77,26,Furniture,230.49,7985,Medium
9815,C,1/10/2023,1/11/2023,8,537,87,0,0,382,87,59,Clothing,800.36,9111,Low
3049,C,1/10/2023,1/11/2023,4,421,135,0,0,192,58,68,Electronics,927.55,9443,High
6423,A,1/10/2023,1/11/2023,8,999,495,0,0,149,94,39,Clothing,142.72,9174,High
5548,D,1/10/2023,1/11/2023,5,813,373,1,0,318,22,23,Food,106.4,6325,Medium
4108,A,1/10/2023,1/11/2023,5,183,38,0,0,255,45,80,Clothing,351.35,4587,High
8158,B,1/10/2023,1/11/2023,3,475,17,0,0,156,62,25,Food,614.34,4100,Medium
8400,B,1/10/2023,1/11/2023,7,152,104,0,0,330,42,73,Clothing,635.67,2590,High
4170,A,1/10/2023,1/11/2023,9,966,386,0,0,437,67,53,Electronics,628.71,3793,Medium
3255,D,1/10/2023,1/11/2023,9,595,145,0,0,306,9,11,Clothing,579.96,1614,Low
2154,C,1/10/2023,1/11/2023,1,355,335,0,0,371,64,25,Electronics,391.92,6558,Medium
5499,A,1/10/2023,1/11/2023,1,685,223,0,2,314,15,31,Electronics,784.18,9437,Low
7295,B,1/10/2023,1/11/2023,5,319,116,0,0,283,30,46,Clothing,953.68,9112,High
7197,D,1/10/2023,1/11/2023,1,754,0,0,0,390,26,27,Food,593.73,1408,Low
2648,B,1/10/2023,1/11/2023,4,199,116,0,1,401,94,63,Furniture,227.23,7648,High
6539,D,1/10/2023,1/11/2023,1,228,383,0,1,166,69,47,Food,566.16,4850,High
5199,D,1/10/2023,1/11/2023,2,318,25,0,0,346,95,14,Clothing,757.99,4456,Low
9445,D,1/10/2023,1/11/2023,2,576,435,0,0,115,22,23,Furniture,831.39,2477,High
3557,A,1/10/2023,1/11/2023,4,882,495,0,0,434,54,16,Clothing,721.07,3405,High
6592,A,1/10/2023,1/11/2023,8,557,11,0,0,310,58,20,Furniture,891.59,3440,Low
1098,A,1/10/2023,1/11/2023,2,121,293,0,0,173,79,3,Food,952.5,1097,High
3200,D,1/10/2023,1/11/2023,9,789,340,0,0,472,53,6,Food,497.09,4120,Low
3961,D,1/10/2023,1/11/2023,9,659,168,0,0,404,99,29,Electronics,545.56,2985,Low
5973,B,1/10/2023,1/11/2023,2,728,52,0,0,117,19,4,Electronics,344.14,5006,High
5433,C,1/10/2023,1/11/2023,1,428,268,1,1,121,34,65,Clothing,662.3,6362,Medium
3869,A,1/11/2023,1/12/2023,9,987,247,0,0,205,82,8,Clothing,599.69,2395,Low
1956,D,1/11/2023,1/12/2023,2,790,127,1,0,218,14,48,Furniture,186.93,5930,High
9352,B,1/11/2023,1/12/2023,8,579,75,1,1,115,22,84,Furniture,697.41,9618,High
6699,B,1/11/2023,1/12/2023,3,884,268,0,2,283,88,16,Electronics,806.97,8503,Medium
7944,B,1/11/2023,1/12/2023,1,973,145,1,1,102,13,47,Furniture,189.23,9797,Low
5493,A,1/11/2023,1/12/2023,1,438,402,0,0,222,64,31,Electronics,172.57,9338,Medium
5911,A,1/11/2023,1/12/2023,2,971,402,0,1,342,56,96,Electronics,642.69,9491,Low
4987,C,1/11/2023,1/12/2023,7,958,498,0,1,390,72,98,Furniture,125.01,6145,High
7015,B,1/11/2023,1/12/2023,6,278,453,0,0,204,42,29,Clothing,811.47,3965,Low
2218,A,1/11/2023,1/12/2023,2,520,47,0,0,202,66,76,Furniture,646.54,6765,High
5496,B,1/11/2023,1/12/2023,4,581,198,0,0,307,63,68,Clothing,42.08,9740,High
5735,D,1/11/2023,1/12/2023,2,148,70,0,0,248,42,43,Electronics,772.71,4012,Medium
5555,B,1/11/2023,1/12/2023,1,926,411,0,0,292,91,34,Electronics,514.8,5074,High
9050,C,1/11/2023,1/12/2023,3,866,91,0,0,412,34,6,Clothing,501.19,5301,Medium
4446,A,1/11/2023,1/12/2023,4,129,402,0,2,321,29,49,Electronics,318.77,7311,Low
2045,D,1/11/2023,1/12/2023,5,184,463,1,0,146,26,60,Electronics,290.64,1375,Low
7893,A,1/11/2023,1/12/2023,5,888,208,0,0,403,23,51,Furniture,505.31,6322,High
2693,D,1/11/2023,1/12/2023,7,601,341,0,0,266,36,9,Furniture,13.12,9060,Medium
4436,B,1/11/2023,1/12/2023,8,645,338,0,1,186,9,5,Electronics,797.16,2182,Medium
9754,B,1/11/2023,1/12/2023,9,428,47,0,0,325,85,64,Furniture,786.17,7648,High
6895,C,1/11/2023,1/12/2023,7,709,28,0,0,219,42,16,Electronics,738.2,9847,Medium
4354,C,1/11/2023,1/12/2023,5,533,175,1,0,347,67,59,Electronics,606.49,6476,Low
1225,D,1/11/2023,1/12/2023,9,687,18,0,1,452,7,56,Clothing,302.62,5394,Medium
5893,C,1/11/2023,1/12/2023,8,786,494,0,0,243,23,65,Furniture,661.4,9314,Low
8022,C,1/12/2023,1/13/2023,9,952,354,1,0,332,32,84,Furniture,137.86,4338,Medium
6600,C,1/12/2023,1/13/2023,8,348,46,1,0,449,23,35,Electronics,270.76,2654,Low
8996,C,1/12/2023,1/13/2023,6,951,344,0,2,102,16,10,Clothing,54.74,2447,High
8683,B,1/12/2023,1/13/2023,4,233,59,0,0,336,69,89,Food,860.88,9082,Low
5642,C,1/12/2023,1/13/2023,9,789,175,0,0,416,13,47,Furniture,830.07,4257,Low
8679,B,1/12/2023,1/13/2023,9,464,254,0,0,357,10,92,Food,456.34,9346,Low
9208,B,1/12/2023,1/13/2023,9,839,403,0,0,125,59,35,Furniture,443.23,7100,High
8339,A,1/12/2023,1/13/2023,3,674,228,0,0,117,2,62,Electronics,926.73,3216,High
3205,B,1/12/2023,1/13/2023,3,879,146,0,0,421,80,33,Furniture,678.4,8928,Medium
2069,B,1/12/2023,1/13/2023,6,524,297,0,0,395,52,15,Furniture,712.22,5435,High
4444,C,1/12/2023,1/13/2023,6,514,332,0,0,230,1,85,Electronics,365.66,6988,Low
2060,B,1/12/2023,1/13/2023,6,869,238,1,0,116,70,35,Clothing,298.72,9414,Low
3327,D,1/12/2023,1/13/2023,5,755,331,0,0,357,54,10,Furniture,123.23,4537,High
